,Player,Country,Team,Assists,Season,season_start
3406,Patrice Evra,France,Manchester United,3,2013-2014,2013
3407,Fernandinho,Brazil,Manchester City,3,2013-2014,2013
3408,Gerard Deulofeu,Spain,Everton FC,3,2013-2014,2013
3409,Yoan Gouffran,France,Newcastle United,3,2013-2014,2013
3410,Javier Hernández,Mexico,Manchester United,3,2013-2014,2013
3411,Lewis Holtby,Germany,Tottenham Hotspur,3,2013-2014,2013
3412,Gary Hooper,England,Norwich City,3,2013-2014,2013
3413,Tom Huddlestone,England,Hull City,3,2013-2014,2013
3414,Adnan Januzaj,Belgium,Manchester United,3,2013-2014,2013
3415,Shinji Kagawa,Japan,Manchester United,3,2013-2014,2013
3416,Sebastian Larsson,Sweden,Sunderland AFC,3,2013-2014,2013
3417,James McCarthy,Ireland,Everton FC,3,2013-2014,2013
3418,James Morrison,Scotland,West Bromwich Albion,3,2013-2014,2013
3419,Mark Noble,England,West Ham United,3,2013-2014,2013
3420,Lukas Podolski,Germany,Arsenal FC,3,2013-2014,2013
3421,Ramires,Brazil,Chelsea FC,3,2013-2014,2013
3422,Gastón Ramírez,Uruguay,Southampton FC,3,2013-2014,2013
3423,Nathan Redmond,England,Norwich City,3,2013-2014,2013
3424,Loïc Rémy,France,Newcastle United,3,2013-2014,2013
3425,Kieran Richardson,England,Fulham FC,3,2013-2014,2013
3426,Jay Rodriguez,England,Southampton FC,3,2013-2014,2013
3427,Bryan Ruiz,Costa Rica,Fulham FC,3,2013-2014,2013
3428,Soldado,Spain,Tottenham Hotspur,3,2013-2014,2013
3429,Antonio Valencia,Ecuador,Manchester United,3,2013-2014,2013
3430,Robin van Persie,Netherlands,Manchester United,3,2013-2014,2013
3431,Matěj Vydra,Czech Republic,West Bromwich Albion,3,2013-2014,2013
3432,Andreas Weimann,Austria,Aston Villa,3,2013-2014,2013
3433,Jozy Altidore,USA,Sunderland AFC,2,2013-2014,2013
3434,Demba Ba,Senegal,Chelsea FC,2,2013-2014,2013
3435,Darren Bent,England,Fulham FC,2,2013-2014,2013
3436,Christian Benteke,Belgium,Aston Villa,2,2013-2014,2013
3437,Fabio Borini,Italy,Sunderland AFC,2,2013-2014,2013
3438,George Boyd,Scotland,Hull City,2,2013-2014,2013
3439,Andy Carroll,England,West Ham United,2,2013-2014,2013
3440,Marouane Chamakh,Morocco,Crystal Palace,2,2013-2014,2013
3441,Papiss Demba Cissé,Senegal,Newcastle United,2,2013-2014,2013
3442,Jack Colback,England,Sunderland AFC,2,2013-2014,2013
3443,Ashley Cole,England,Chelsea FC,2,2013-2014,2013
3444,Don Cowie,Scotland,Cardiff City,2,2013-2014,2013
3445,Craig Dawson,England,West Bromwich Albion,2,2013-2014,2013
3446,Mathieu Debuchy,France,Newcastle United,2,2013-2014,2013
3447,Ashkan Dejagah,Iran,Fulham FC,2,2013-2014,2013
3448,Fabian Delph,England,Aston Villa,2,2013-2014,2013
3449,Momo Diamé,Senegal,West Ham United,2,2013-2014,2013
3450,Stewart Downing,England,West Ham United,2,2013-2014,2013
3451,Damien Duff,Ireland,Fulham FC,2,2013-2014,2013
3452,Nathan Dyer,England,Swansea City,2,2013-2014,2013
3453,Ahmed Elmohamady,Egypt,Hull City,2,2013-2014,2013
3454,Jon Flanagan,England,Liverpool FC,2,2013-2014,2013
3455,Craig Gardner,England,Sunderland AFC,2,2013-2014,2013
3456,Aron Gunnarsson,Iceland,Cardiff City,2,2013-2014,2013
3457,Stephen Ireland,Ireland,Stoke City,2,2013-2014,2013
3458,Matthew Jarvis,England,West Ham United,2,2013-2014,2013
3459,Carl Jenkinson,England,Arsenal FC,2,2013-2014,2013
3460,Cameron Jerome,Grenada,Stoke City,2,2013-2014,2013
3461,Glen Johnson,England,Liverpool FC,2,2013-2014,2013
3462,Phil Jones,England,Manchester United,2,2013-2014,2013
3463,José Enrique,Spain,Liverpool FC,2,2013-2014,2013
3464,Alexander Kačaniklić,Sweden,Fulham FC,2,2013-2014,2013
3465,Roland Lamah,Belgium,Swansea City,2,2013-2014,2013
3466,Frank Lampard,England,Chelsea FC,2,2013-2014,2013
3467,Shane Long,Ireland,West Bromwich Albion,2,2013-2014,2013
3468,Matthew Lowton,England,Aston Villa,2,2013-2014,2013
3469,Modibo Maïga,Mali,West Ham United,2,2013-2014,2013
3470,Michu,Spain,Swansea City,2,2013-2014,2013
3471,Ravel Morrison,Jamaica,West Ham United,2,2013-2014,2013
3472,Youssuf Mulumbu,Congo DR,West Bromwich Albion,2,2013-2014,2013
3473,Steven Naismith,Scotland,Everton FC,2,2013-2014,2013
3474,Peter Odemwingie,Nigeria,Stoke City,2,2013-2014,2013
3475,Bryan Oviedo,Costa Rica,Everton FC,2,2013-2014,2013
3476,Paulinho,Brazil,Tottenham Hotspur,2,2013-2014,2013
3477,Steven Pienaar,South Africa,Everton FC,2,2013-2014,2013
3478,Erik Pieters,Netherlands,Stoke City,2,2013-2014,2013
3479,Jason Puncheon,England,Crystal Palace,2,2013-2014,2013
3480,Liam Ridgewell,England,West Bromwich Albion,2,2013-2014,2013
3481,Sascha Riether,Germany,Fulham FC,2,2013-2014,2013
3482,Hugo Rodallega,Colombia,Fulham FC,2,2013-2014,2013
3483,Danny Rose,England,Tottenham Hotspur,2,2013-2014,2013
3484,Liam Rosenior,England,Hull City,2,2013-2014,2013
3485,Yannick Sagbo,Ivory Coast,Hull City,2,2013-2014,2013
3486,Bacary Sagna,France,Arsenal FC,2,2013-2014,2013
3487,André Schürrle,Germany,Chelsea FC,2,2013-2014,2013
3488,Steven Sidwell,England,Fulham FC,2,2013-2014,2013
3489,Robert Snodgrass,Scotland,Norwich City,2,2013-2014,2013
3490,Kolo Touré,Ivory Coast,Liverpool FC,2,2013-2014,2013
3491,Kyle Walker,England,Tottenham Hotspur,2,2013-2014,2013
3492,Jon Walters,Ireland,Stoke City,2,2013-2014,2013
3493,Joel Ward,England,Crystal Palace,2,2013-2014,2013
3494,James Ward-Prowse,England,Southampton FC,2,2013-2014,2013
3495,Danny Welbeck,England,Manchester United,2,2013-2014,2013
3496,Ashley Westwood,England,Aston Villa,2,2013-2014,2013
3497,Daniel Agger,Denmark,Liverpool FC,1,2013-2014,2013
3498,Álvaro,Spain,Swansea City,1,2013-2014,2013
3499,Àngel Rangel,Spain,Swansea City,1,2013-2014,2013
3500,Vurnon Anita,Curaçao,Newcastle United,1,2013-2014,2013
3501,Leandro Bacuna,Curaçao,Aston Villa,1,2013-2014,2013
3502,Barry Bannan,Scotland,Crystal Palace,1,2013-2014,2013
3503,Craig Bellamy,Wales,Cardiff City,1,2013-2014,2013
3504,Nabil Bentaleb,Algeria,Tottenham Hotspur,1,2013-2014,2013
3505,Saido Berahino,Burundi,West Bromwich Albion,1,2013-2014,2013
3506,Dimitar Berbatov,Bulgaria,Fulham FC,1,2013-2014,2013
3507,Artur Boruc,Poland,Southampton FC,1,2013-2014,2013
3508,Jordan Bowery,England,Aston Villa,1,2013-2014,2013
3509,Robbie Brady,Ireland,Hull City,1,2013-2014,2013
3510,Leon Britton,England,Swansea City,1,2013-2014,2013
3511,Wes Brown,England,Sunderland AFC,1,2013-2014,2013
3512,Alex Bruce,Northern Ireland,Hull City,1,2013-2014,2013
3513,Gary Cahill,England,Chelsea FC,1,2013-2014,2013
3514,Geoff Cameron,USA,Stoke City,1,2013-2014,2013
3515,Aly Cissokho,France,Liverpool FC,1,2013-2014,2013
3516,Carlton Cole,England,West Ham United,1,2013-2014,2013
3517,Séamus Coleman,Ireland,Everton FC,1,2013-2014,2013
3518,Jack Cork,England,Southampton FC,1,2013-2014,2013
3519,David Luiz,Brazil,Chelsea FC,1,2013-2014,2013
3520,Ben Davies,Wales,Swansea City,1,2013-2014,2013
3521,Curtis Davies,England,Hull City,1,2013-2014,2013
3522,Kevin De Bruyne,Belgium,Chelsea FC,1,2013-2014,2013
3523,Luuk de Jong,Netherlands,Newcastle United,1,2013-2014,2013
3524,Damien Delaney,Ireland,Crystal Palace,1,2013-2014,2013
3525,Mousa Dembélé,Belgium,Tottenham Hotspur,1,2013-2014,2013
3526,Martín Demichelis,Argentina,Manchester City,1,2013-2014,2013
3527,Magnus Eikrem,Norway,Cardiff City,1,2013-2014,2013
3528,Karim El Ahmadi,Morocco,Aston Villa,1,2013-2014,2013
3529,Marvin Emnes,Netherlands,Swansea City,1,2013-2014,2013
3530,Marouane Fellaini,Belgium,Manchester United,1,2013-2014,2013
3531,Leroy Fer,Netherlands,Norwich City,1,2013-2014,2013
3532,Danny Fox,Scotland,Southampton FC,1,2013-2014,2013
3533,Zoltán Gera,Hungary,West Bromwich Albion,1,2013-2014,2013
3534,Kieran Gibbs,England,Arsenal FC,1,2013-2014,2013
3535,Serge Gnabry,Germany,Arsenal FC,1,2013-2014,2013
3536,Danny Graham,England,Hull City,1,2013-2014,2013
3537,Brad Guzan,USA,Aston Villa,1,2013-2014,2013
3538,John Heitinga,Netherlands,Fulham FC,1,2013-2014,2013
3539,Wes Hoolahan,Ireland,Norwich City,1,2013-2014,2013
3540,Tim Howard,USA,Everton FC,1,2013-2014,2013
3541,Robert Huth,Germany,Stoke City,1,2013-2014,2013
3542,Tom Ince,England,Crystal Palace,1,2013-2014,2013
3543,Branislav Ivanović,Serbia,Chelsea FC,1,2013-2014,2013
3544,Jussi Jääskeläinen,Finland,West Ham United,1,2013-2014,2013
3545,Phil Jagielka,England,Everton FC,1,2013-2014,2013
3546,Mile Jedinak,Australia,Crystal Palace,1,2013-2014,2013
3547,Nikica Jelavić,Croatia,Hull City,1,2013-2014,2013
3548,Bradley Johnson,England,Norwich City,1,2013-2014,2013
3549,Kenwyne Jones,Trinidad & Tobago,Stoke City,1,2013-2014,2013
3550,José Campaña,Spain,Crystal Palace,1,2013-2014,2013
3551,Stevan Jovetić,Montenegro,Manchester City,1,2013-2014,2013
3552,Younès Kaboul,France,Tottenham Hotspur,1,2013-2014,2013
3553,Sung-yueng Ki,South Korea,Swansea City,1,2013-2014,2013
3554,Vincent Kompany,Belgium,Manchester City,1,2013-2014,2013
3555,Érik Lamela,Argentina,Tottenham Hotspur,1,2013-2014,2013
3556,Joe Ledley,Wales,Crystal Palace,1,2013-2014,2013
3557,Dejan Lovren,Croatia,Southampton FC,1,2013-2014,2013
3558,Luis Alberto,Spain,Liverpool FC,1,2013-2014,2013
3559,Marcos Alonso,Spain,Sunderland AFC,1,2013-2014,2013
3560,Adrian Mariappa,Jamaica,Crystal Palace,1,2013-2014,2013
3561,Aiden McGeady,Ireland,Everton FC,1,2013-2014,2013
3562,Gary Medel,Chile,Cardiff City,1,2013-2014,2013
3563,Per Mertesacker,Germany,Arsenal FC,1,2013-2014,2013
3564,David Meyler,Ireland,Hull City,1,2013-2014,2013
3565,Dean Moxey,England,Crystal Palace,1,2013-2014,2013
3566,Glenn Murray,England,Crystal Palace,1,2013-2014,2013
3567,Nacho Monreal,Spain,Arsenal FC,1,2013-2014,2013
3568,Craig Noone,England,Cardiff City,1,2013-2014,2013
3569,John Mikel Obi,Nigeria,Chelsea FC,1,2013-2014,2013
3570,Martin Olsson,Sweden,Norwich City,1,2013-2014,2013
3571,Alex Oxlade-Chamberlain,England,Arsenal FC,1,2013-2014,2013
3572,Scott Parker,England,Fulham FC,1,2013-2014,2013
3573,Anthony Pilkington,Ireland,Norwich City,1,2013-2014,2013
3574,Rafael,Brazil,Manchester United,1,2013-2014,2013
3575,Valentin Roberge,Cyprus,Sunderland AFC,1,2013-2014,2013
3576,Tomáš Rosický,Czech Republic,Arsenal FC,1,2013-2014,2013
3577,Mo Salah,Egypt,Chelsea FC,1,2013-2014,2013
3578,Morgan Schneiderlin,France,Southampton FC,1,2013-2014,2013
3579,Philippe Senderos,Switzerland,Fulham FC,1,2013-2014,2013
3580,Stéphane Sessègnon,Benin,West Bromwich Albion,1,2013-2014,2013
3581,Luke Shaw,England,Southampton FC,1,2013-2014,2013
3582,Martin Škrtel,Slovakia,Liverpool FC,1,2013-2014,2013
3583,Adel Taarabt,Morocco,Fulham FC,1,2013-2014,2013
3584,Neil Taylor,Wales,Swansea City,1,2013-2014,2013
3585,John Terry,England,Chelsea FC,1,2013-2014,2013
3586,Cheick Tioté,Ivory Coast,Newcastle United,1,2013-2014,2013
3587,Andros Townsend,England,Tottenham Hotspur,1,2013-2014,2013
3588,Ryan Tunnicliffe,England,Fulham FC,1,2013-2014,2013
3589,Ben Turner,England,Cardiff City,1,2013-2014,2013
3590,Ricky van Wolfswinkel,Netherlands,Norwich City,1,2013-2014,2013
3591,Ron Vlaar,Netherlands,Aston Villa,1,2013-2014,2013
3592,Glenn Whelan,Ireland,Stoke City,1,2013-2014,2013
3593,Connor Wickham,England,Sunderland AFC,1,2013-2014,2013
3594,Ashley Williams,Wales,Swansea City,1,2013-2014,2013
3595,Willian,Brazil,Chelsea FC,1,2013-2014,2013
3596,Ashley Young,England,Manchester United,1,2013-2014,2013
3597,Wilfried Zaha,Ivory Coast,Manchester United,1,2013-2014,2013
3598,Cesc Fàbregas,Spain,Chelsea FC,19,2014-2015,2014
3599,Santi Cazorla,Spain,Arsenal FC,12,2014-2015,2014
3600,Ángel Di María,Argentina,Manchester United,11,2014-2015,2014
3601,Eden Hazard,Belgium,Chelsea FC,10,2014-2015,2014
3602,Gylfi Sigurðsson,Iceland,Swansea City,10,2014-2015,2014
3603,Jamie Vardy,England,Leicester City,10,2014-2015,2014
3604,Sergio Agüero,Argentina,Manchester City,9,2014-2015,2014
3605,Leighton Baines,England,Everton FC,9,2014-2015,2014
3606,Chris Brunt,Northern Ireland,West Bromwich Albion,9,2014-2015,2014
3607,David Silva,Spain,Manchester City,9,2014-2015,2014
3608,Jordan Henderson,England,Liverpool FC,9,2014-2015,2014
3609,Yannick Bolasie,Congo DR,Crystal Palace,8,2014-2015,2014
3610,Stewart Downing,England,West Ham United,8,2014-2015,2014
3611,Jesús Navas,Spain,Manchester City,8,2014-2015,2014
3612,Oscar,Brazil,Chelsea FC,8,2014-2015,2014
3613,Matthew Phillips,Scotland,Queens Park Rangers,8,2014-2015,2014
3614,Alexis Sánchez,Chile,Arsenal FC,8,2014-2015,2014
3615,Raheem Sterling,England,Liverpool FC,8,2014-2015,2014
3616,Charlie Austin,England,Queens Park Rangers,7,2014-2015,2014
3617,Daryl Janmaat,Netherlands,Newcastle United,7,2014-2015,2014
3618,Érik Lamela,Argentina,Tottenham Hotspur,7,2014-2015,2014
3619,James Milner,England,Manchester City,7,2014-2015,2014
3620,Jefferson Montero,Ecuador,Swansea City,7,2014-2015,2014
3621,Jason Puncheon,England,Crystal Palace,7,2014-2015,2014
3622,Dušan Tadić,Serbia,Southampton FC,7,2014-2015,2014
3623,Jack Colback,England,Newcastle United,6,2014-2015,2014
3624,Shane Long,Ireland,Southampton FC,6,2014-2015,2014
3625,Samir Nasri,France,Manchester City,6,2014-2015,2014
3626,Philippe Coutinho,Brazil,Liverpool FC,6,2014-2015,2014
3627,Aaron Ramsey,Wales,Arsenal FC,6,2014-2015,2014
3628,James Ward-Prowse,England,Southampton FC,6,2014-2015,2014
3629,Marko Arnautović,Austria,Stoke City,5,2014-2015,2014
3630,Leandro Bacuna,Curaçao,Aston Villa,5,2014-2015,2014
3631,Nacer Chadli,Belgium,Tottenham Hotspur,5,2014-2015,2014
3632,Ahmed Elmohamady,Egypt,Hull City,5,2014-2015,2014
3633,Radamel Falcao,Colombia,Manchester United,5,2014-2015,2014
3634,Branislav Ivanović,Serbia,Chelsea FC,5,2014-2015,2014
3635,Harry Kane,England,Tottenham Hotspur,5,2014-2015,2014
3636,Romelu Lukaku,Belgium,Everton FC,5,2014-2015,2014
3637,Mesut Özil,Germany,Arsenal FC,5,2014-2015,2014
3638,Wayne Rooney,England,Manchester United,5,2014-2015,2014
3639,Danny Rose,England,Tottenham Hotspur,5,2014-2015,2014
3640,Jonjo Shelvey,England,Swansea City,5,2014-2015,2014
3641,Patrick van Aanholt,Netherlands,Sunderland AFC,5,2014-2015,2014
3642,Ashley Young,England,Manchester United,5,2014-2015,2014
3643,Ander Herrera,Spain,Manchester United,4,2014-2015,2014
3644,Aaron Cresswell,England,West Ham United,4,2014-2015,2014
3645,Craig Gardner,England,West Bromwich Albion,4,2014-2015,2014
3646,Danny Ings,England,Burnley FC,4,2014-2015,2014
3647,Juan Mata,Spain,Manchester United,4,2014-2015,2014
3648,Sadio Mané,Senegal,Southampton FC,4,2014-2015,2014
3649,Ryan Mason,England,Tottenham Hotspur,4,2014-2015,2014
3650,Victor Moses,Nigeria,Stoke City,4,2014-2015,2014
3651,Ramires,Brazil,Chelsea FC,4,2014-2015,2014
3652,Kieran Trippier,England,Burnley FC,4,2014-2015,2014
3653,Jon Walters,Ireland,Stoke City,4,2014-2015,2014
3654,Danny Welbeck,England,Manchester United,4,2014-2015,2014
3655,Pablo Zabaleta,Argentina,Manchester City,4,2014-2015,2014
3656,Bobby Zamora,England,Queens Park Rangers,4,2014-2015,2014
3657,Marc Albrighton,England,Leicester City,3,2014-2015,2014
3658,Azpilicueta,Spain,Chelsea FC,3,2014-2015,2014
3659,Joey Barton,England,Queens Park Rangers,3,2014-2015,2014
3660,Saido Berahino,Burundi,West Bromwich Albion,3,2014-2015,2014
3661,Wilfried Bony,Ivory Coast,Swansea City,3,2014-2015,2014
3662,Gaël Clichy,France,Manchester City,3,2014-2015,2014
3663,Scott Dann,England,Crystal Palace,3,2014-2015,2014
3664,Steven Davis,Northern Ireland,Southampton FC,3,2014-2015,2014
3665,Fabian Delph,England,Aston Villa,3,2014-2015,2014
3666,Diego Costa,Brazil,Chelsea FC,3,2014-2015,2014
3667,Mame Diouf,Senegal,Stoke City,3,2014-2015,2014
3668,Graham Dorrans,Scotland,West Bromwich Albion,3,2014-2015,2014
3669,Edin Džeko,Bosnia-Herzegovina,Manchester City,3,2014-2015,2014
3670,Fernandinho,Brazil,Manchester City,3,2014-2015,2014
3671,Kieran Gibbs,England,Arsenal FC,3,2014-2015,2014
3672,Olivier Giroud,France,Arsenal FC,3,2014-2015,2014
3673,Stephen Ireland,Ireland,Stoke City,3,2014-2015,2014
3674,Mile Jedinak,Australia,Crystal Palace,3,2014-2015,2014
3675,Stevan Jovetić,Montenegro,Manchester City,3,2014-2015,2014
3676,Aleksandar Kolarov,Serbia,Manchester City,3,2014-2015,2014
3677,Cheikhou Kouyaté,Senegal,West Ham United,3,2014-2015,2014
3678,Adam Lallana,England,Liverpool FC,3,2014-2015,2014
3679,Sebastian Larsson,Sweden,Sunderland AFC,3,2014-2015,2014
3680,Aaron Lennon,England,Tottenham Hotspur,3,2014-2015,2014
3681,Riyad Mahrez,Algeria,Leicester City,3,2014-2015,2014
3682,Nemanja Matić,Serbia,Chelsea FC,3,2014-2015,2014
3683,Aiden McGeady,Ireland,Everton FC,3,2014-2015,2014
3684,Glenn Murray,England,Crystal Palace,3,2014-2015,2014
3685,Mark Noble,England,West Ham United,3,2014-2015,2014
3686,Stephen Quinn,Ireland,Hull City,3,2014-2015,2014
3687,Stéphane Sessègnon,Benin,West Bromwich Albion,3,2014-2015,2014
3688,Alex Song,Cameroon,West Ham United,3,2014-2015,2014
3689,James Tomkins,England,West Ham United,3,2014-2015,2014
3690,Leonardo Ulloa,Argentina,Leicester City,3,2014-2015,2014
3691,Antonio Valencia,Ecuador,Manchester United,3,2014-2015,2014
3692,Enner Valencia,Ecuador,West Ham United,3,2014-2015,2014
3693,Willian,Brazil,Chelsea FC,3,2014-2015,2014
3694,Sammy Ameobi,England,Newcastle United,2,2014-2015,2014
3695,Ross Barkley,England,Everton FC,2,2014-2015,2014
3696,Ashley Barnes,England,Burnley FC,2,2014-2015,2014
3697,Gareth Barry,England,Everton FC,2,2014-2015,2014
3698,Nabil Bentaleb,Algeria,Tottenham Hotspur,2,2014-2015,2014
3699,Christian Benteke,Belgium,Aston Villa,2,2014-2015,2014
3700,Ryan Bertrand,England,Southampton FC,2,2014-2015,2014
3701,Daley Blind,Netherlands,Manchester United,2,2014-2015,2014
3702,George Boyd,Scotland,Hull City,2,2014-2015,2014
3703,Robbie Brady,Ireland,Hull City,2,2014-2015,2014
3704,Liam Bridcutt,Scotland,Sunderland AFC,2,2014-2015,2014
3705,Will Buckley,England,Sunderland AFC,2,2014-2015,2014
3706,Rémy Cabella,France,Newcastle United,2,2014-2015,2014
3707,Michael Carrick,England,Manchester United,2,2014-2015,2014
3708,Ciaran Clark,Ireland,Aston Villa,2,2014-2015,2014
3709,Séamus Coleman,Ireland,Everton FC,2,2014-2015,2014
3710,Peter Crouch,England,Stoke City,2,2014-2015,2014
3711,Eric Dier,England,Tottenham Hotspur,2,2014-2015,2014
3712,Nathan Dyer,England,Swansea City,2,2014-2015,2014
3713,Christian Eriksen,Denmark,Tottenham Hotspur,2,2014-2015,2014
3714,Leroy Fer,Netherlands,Queens Park Rangers,2,2014-2015,2014
3715,Fernando,Brazil,Manchester City,2,2014-2015,2014
3716,Steven Fletcher,Scotland,Sunderland AFC,2,2014-2015,2014
3717,Tom Huddlestone,England,Hull City,2,2014-2015,2014
3718,Brown Ideye,Nigeria,West Bromwich Albion,2,2014-2015,2014
3719,Mauricio Isla,Chile,Queens Park Rangers,2,2014-2015,2014
3720,Carl Jenkinson,England,West Ham United,2,2014-2015,2014
3721,Jordi Gómez,Spain,Sunderland AFC,2,2014-2015,2014
3722,Lukas Jutkiewicz,England,Burnley FC,2,2014-2015,2014
3723,Michael Kightly,England,Burnley FC,2,2014-2015,2014
3724,Rickie Lambert,England,Liverpool FC,2,2014-2015,2014
3725,Frank Lampard,England,Manchester City,2,2014-2015,2014
3726,Joleon Lescott,England,West Bromwich Albion,2,2014-2015,2014
3727,Eliaquim Mangala,France,Manchester City,2,2014-2015,2014
3728,James McCarthy,Ireland,Everton FC,2,2014-2015,2014
3729,Wes Morgan,Jamaica,Leicester City,2,2014-2015,2014
3730,Charles N'Zogbia,France,Aston Villa,2,2014-2015,2014
3731,Nacho Monreal,Spain,Arsenal FC,2,2014-2015,2014
3732,David Nugent,England,Leicester City,2,2014-2015,2014
3733,Leon Osman,England,Everton FC,2,2014-2015,2014
3734,Graziano Pellè,Italy,Southampton FC,2,2014-2015,2014
3735,Steven Pienaar,South Africa,Everton FC,2,2014-2015,2014
3736,Erik Pieters,Netherlands,Stoke City,2,2014-2015,2014
3737,Gastón Ramírez,Uruguay,Southampton FC,2,2014-2015,2014
3738,Andy Robertson,Scotland,Hull City,2,2014-2015,2014
3739,Diafra Sakho,Senegal,West Ham United,2,2014-2015,2014
3740,Jeffrey Schlupp,Ghana,Leicester City,2,2014-2015,2014
3741,Moussa Sissoko,France,Newcastle United,2,2014-2015,2014
3742,Daniel Sturridge,England,Liverpool FC,2,2014-2015,2014
3743,Neil Taylor,Wales,Swansea City,2,2014-2015,2014
3744,Cheick Tioté,Ivory Coast,Newcastle United,2,2014-2015,2014
3745,Andros Townsend,England,Tottenham Hotspur,2,2014-2015,2014
3746,Robin van Persie,Netherlands,Manchester United,2,2014-2015,2014
3747,Eduardo Vargas,Chile,Queens Park Rangers,2,2014-2015,2014
3748,Marcin Wasilewski,Poland,Leicester City,2,2014-2015,2014
3749,Andreas Weimann,Austria,Aston Villa,2,2014-2015,2014
3750,Wilfried Zaha,Ivory Coast,Crystal Palace,2,2014-2015,2014
3751,Charlie Adam,Scotland,Stoke City,1,2014-2015,2014
3752,Emmanuel Adebayor,Togo,Tottenham Hotspur,1,2014-2015,2014
3753,Gabriel Agbonlahor,England,Aston Villa,1,2014-2015,2014
3754,Chuba Akpom,England,Arsenal FC,1,2014-2015,2014
3755,Joe Allen,Wales,Liverpool FC,1,2014-2015,2014
3756,Morgan Amalfitano,France,West Ham United,1,2014-2015,2014
3757,Victor Anichebe,Nigeria,West Bromwich Albion,1,2014-2015,2014
3758,Scott Arfield,Canada,Burnley FC,1,2014-2015,2014
3759,Adam Armstrong,England,Newcastle United,1,2014-2015,2014
3760,Oussama Assaidi,Morocco,Stoke City,1,2014-2015,2014
3761,Christian Atsu,Ghana,Everton FC,1,2014-2015,2014
3762,Phil Bardsley,Scotland,Stoke City,1,2014-2015,2014
3763,Modou Barrow,Gambia,Swansea City,1,2014-2015,2014
3764,Bojan,Spain,Stoke City,1,2014-2015,2014
3765,Fabio Borini,Italy,Liverpool FC,1,2014-2015,2014
